time_step,hour,request_x,request_y,assigned_driver,wait_time,surge_multiplier,cancel_probability,cancelled,revenue,fairness_penalty,reward
0,6.0,9.507404463642237,11.265511439527671,39.0,1.9526730259159124,1.0,0.0976336512957956,0.0,50.0,0.0,46.09465394816817
1,14.0,15.111022770860972,4.575963309832449,9.0,2.1515271471806683,1.0423943069790935,0.1075763573590334,1.0,52.11971534895468,0.0,-30.0
2,18.0,3.2244257450800884,18.59395304685146,5.0,0.1881753979322436,1.5501448331524803,0.0094087698966121,0.0,77.50724165762402,0.0,77.13089086175954
3,11.0,3.7314011777207168,17.851179969799556,5.0,0.8992974665227887,1.1158186652932027,0.0449648733261394,0.0,55.79093326466014,0.1,53.89233833161456
4,22.0,17.921825998469863,6.3600694994372775,34.0,1.397885569027003,1.0,0.0698942784513501,0.0,50.0,0.0,47.20422886194599
5,19.0,7.051377126683381,6.09562516316058,13.0,2.9910183867426414,1.5,0.149550919337132,0.0,75.0,0.0,69.01796322651472
6,8.0,9.696599427179663,13.848720657805409,41.0,0.4647852830816676,1.5,0.0232392641540833,0.0,75.0,0.0,74.07042943383667
7,23.0,14.060379177903556,7.27259204758588,9.0,0.7726249466108686,1.0,0.0386312473305434,0.0,50.0,0.0,48.45475010677826
8,19.0,4.937521256772024,13.926085456795768,36.0,1.3330655861758876,1.5,0.0666532793087943,0.0,75.0,0.0,72.33386882764823
9,16.0,19.532299116653057,8.220740266364626,34.0,2.460837127338724,1.0457415648719142,0.1230418563669362,1.0,52.28707824359571,0.1,-30.0
10,0.0,12.687026894027277,13.614109031095335,20.0,1.8852720699260008,1.0,0.0942636034963,0.0,50.0,0.0,46.229455860148
11,22.0,13.442710948117572,15.23239230657435,20.0,1.786028876950604,1.1480328561172164,0.0893014438475302,0.0,57.40164280586082,0.1,53.72958505195961
12,5.0,7.355662654385064,12.646116611871587,24.0,2.31106004040211,1.058685709380027,0.1155530020201055,1.0,52.93428546900135,0.0,-30.0
13,0.0,3.01435087930859,10.163975534814371,15.0,0.9504739636683384,1.2190455625809975,0.0475236981834169,0.0,60.95227812904989,0.0,59.05133020171321
14,2.0,11.817858863764837,13.55128723684565,41.0,2.1420103261201784,1.0009144345740135,0.1071005163060089,0.0,50.04572172870069,0.1,45.661701076460325
15,6.0,3.487328580099829,13.81875476204932,31.0,1.3549731102239773,1.0,0.0677486555111988,0.0,50.0,0.0,47.290053779552046
16,17.0,16.75420211814656,13.513802340785617,25.0,1.497002908129365,1.5,0.0748501454064682,0.0,75.0,0.0,72.00599418374127
17,9.0,5.158832554303112,13.19968092068358,36.0,0.7593696336431005,1.56771860655821,0.037968481682155,0.0,78.3859303279105,0.1,76.7671910606243
18,19.0,10.59301156712013,4.837045818009034,28.0,2.6486232154348492,1.5259882794248425,0.1324311607717424,0.0,76.29941397124212,0.0,71.00216754037243
19,2.0,14.007156599455426,16.933222844766117,38.0,0.8727981614595671,1.078182287177731,0.0436399080729783,0.0,53.90911435888655,0.0,52.163518035967414
20,21.0,15.597510917152476,12.840632923085757,25.0,1.3383167036929269,1.022628826949887,0.0669158351846463,1.0,51.131441347494366,0.1,-30.0
21,2.0,19.473276735106342,5.678419494749313,11.0,0.2624089557969835,1.084740143257664,0.0131204477898491,0.0,54.2370071628832,0.0,53.71218925128923
22,1.0,13.837903953853864,13.039225190052012,41.0,2.083936108847696,1.0734501064880044,0.1041968054423848,0.0,53.67250532440022,0.2,49.30463310670483
23,20.0,3.5764541844265763,7.329375691657198,14.0,1.7117389678229007,1.5,0.085586948391145,0.0,75.0,0.0,71.5765220643542
24,2.0,13.152257846006869,11.366172066709431,45.0,1.4934912571834722,1.0,0.0746745628591736,0.0,50.0,0.0,47.01301748563306
25,13.0,11.797416951210876,19.57785716550018,3.0,1.6904711967128714,1.0,0.0845235598356435,0.0,50.0,0.0,46.61905760657426
26,7.0,12.622772519945258,15.896226070832968,20.0,1.0549759677658306,1.7734422159061742,0.0527487983882915,0.0,88.67211079530871,0.2,86.36215885977705
27,4.0,4.6037053648311055,9.983867597695046,15.0,1.5995269768478184,1.0093765430151946,0.0799763488423909,0.0,50.46882715075973,0.1,47.16977319706409
28,16.0,0.872075435088675,19.89101021594682,5.0,3.512356920299457,1.0,0.1756178460149728,0.0,50.0,0.2,42.77528615940109
29,8.0,19.061436940479062,6.615006093410274,11.0,1.023135608426347,1.5,0.0511567804213173,0.0,75.0,0.1,72.85372878314732
30,2.0,19.606631674320912,1.5069251201225642,33.0,0.6716572219223537,1.0,0.0335828610961176,0.0,50.0,0.0,48.656685556155296
31,2.0,3.3898549337218498,11.136025249167004,4.0,0.8650216239858728,1.0,0.0432510811992936,0.0,50.0,0.0,48.26995675202826
32,2.0,11.401223401787298,1.9435298754153707,27.0,1.208586957666909,1.0058208718446,0.0604293478833454,0.0,50.29104359223,0.0,47.87386967689618
33,16.0,16.97339589849349,2.7324266288405763,7.0,1.237782481705016,1.0,0.0618891240852508,0.0,50.0,0.0,47.52443503658997
34,6.0,5.871836885289867,16.187223109570272,44.0,1.0365255691403352,1.030444911987085,0.0518262784570167,0.0,51.52224559935426,0.0,49.44919446107359
35,6.0,10.030325893743992,15.965903579335505,17.0,0.471307976767308,1.0257207490980107,0.0235653988383654,0.0,51.28603745490054,0.0,50.34342150136592
36,13.0,15.91585338872202,17.800106836351326,12.0,1.4278610185238632,1.0,0.0713930509261931,0.0,50.0,0.0,47.14427796295227
37,22.0,13.440522705903987,6.563053349494639,9.0,0.9421609257280656,1.0,0.0471080462864032,0.0,50.0,0.1,48.01567814854387
38,21.0,11.816665211380217,0.6100049987809886,8.0,0.3592214270200861,1.0,0.0179610713510043,0.0,50.0,0.0,49.28155714595983
39,20.0,5.430858316394838,19.305036607815396,19.0,0.5850214529330799,1.5,0.0292510726466539,0.0,75.0,0.0,73.82995709413385
40,5.0,1.033634423372154,10.62709263136296,37.0,2.3146627756293148,1.2143944089325327,0.1157331387814657,0.0,60.71972044662664,0.0,56.09039489536801
41,12.0,19.39073734228318,14.29190208359904,1.0,1.2679281107574203,1.063391902231801,0.063396405537871,1.0,53.16959511159005,0.0,-30.0
42,23.0,5.416645025241484,8.779428414112722,15.0,1.453115493832681,1.0,0.072655774691634,0.0,50.0,0.2,46.89376901233464
43,0.0,8.847044594622089,4.795747183148064,28.0,1.746455337618272,1.1661301730608151,0.0873227668809136,0.0,58.306508653040765,0.1,54.71359797780422
44,7.0,18.69227994679419,12.765411876867008,43.0,1.6208329995414523,1.7134641248007407,0.0810416499770726,0.0,85.67320624003703,0.0,82.43154024095412
45,22.0,0.9543225538329758,11.320744209881523,37.0,0.6981711001116397,1.0226848821980783,0.0349085550055819,0.0,51.134244109903925,0.1,49.63790190968064
46,21.0,0.2878697725951173,2.3214528101383247,29.0,0.6411514103060755,1.0443819428146228,0.0320575705153037,0.0,52.219097140731144,0.0,50.93679432011899
47,15.0,16.13825954101559,6.926086421788016,35.0,0.4234619032995781,1.0774634053429335,0.0211730951649789,0.0,53.87317026714668,0.0,53.026246460547526
48,4.0,7.970094687947469,12.31700196104433,39.0,1.86251272835545,1.0,0.0931256364177725,0.0,50.0,0.1,46.174974543289096
49,18.0,10.062725171601754,17.129796823766444,17.0,1.1643441061978572,1.513074057728609,0.0582172053098928,0.0,75.65370288643045,0.1,73.22501467403474
50,3.0,12.317023287798277,18.877832091215144,3.0,0.8717946143728746,1.1172435782392245,0.0435897307186437,0.0,55.862178911961216,0.1,54.01858968321547
51,2.0,12.865764368847064,9.165057809830332,45.0,2.2196807167454375,1.053140001096033,0.1109840358372718,0.0,52.65700005480165,0.1,48.117638621310775
52,4.0,12.518793402031456,16.408536875425362,20.0,0.5227561740087231,1.0,0.0261378087004361,0.0,50.0,0.3,48.65448765198256
53,11.0,2.015560027548533,0.3644365130309945,6.0,1.644479106795153,1.059131611692798,0.0822239553397576,0.0,52.9565805846399,0.0,49.6676223710496
54,2.0,6.7310842977745295,13.114452707614843,39.0,1.473456629888498,1.1554922676636603,0.0736728314944249,0.0,57.774613383183016,0.2,54.627700123406015
55,18.0,5.637095495467999,2.363296552433125,16.0,0.6384947610315743,1.5,0.0319247380515787,0.0,75.0,0.0,73.72301047793685
56,12.0,18.732963037114143,0.7837265335129251,33.0,1.1341574332132671,1.0448648674052006,0.0567078716606633,0.0,52.24324337026003,0.1,49.874928503833495
57,4.0,15.012295032817168,16.13669478534528,38.0,1.2824820543249795,1.0,0.0641241027162489,0.0,50.0,0.1,47.33503589135004
58,15.0,2.553794588449312,5.000328984322094,21.0,1.0528259645051778,1.104367564536875,0.0526412982252589,0.0,55.21837822684375,0.0,53.11272629783339
59,11.0,8.579880547500366,15.017421355829947,24.0,1.0335018789182528,1.022897853818854,0.0516750939459126,0.0,51.1448926909427,0.0,49.077888933106195
60,8.0,7.554577723525897,10.686549470611268,46.0,1.3405651079451262,1.5,0.0670282553972563,0.0,75.0,0.0,72.31886978410975
61,18.0,7.784033574683262,0.2167530296059672,18.0,1.5344495405840906,1.5,0.0767224770292045,0.0,75.0,0.0,71.93110091883182
62,11.0,7.098103809254413,19.136017702529127,0.0,0.468595556320052,1.0,0.0234297778160026,0.0,50.0,0.0,49.06280888735989
63,15.0,8.968910439566395,5.864215433961291,28.0,1.0753955956576469,1.2024720998001008,0.0537697797828823,0.0,60.12360499000504,0.2,57.77281379868975
64,20.0,15.0474905887536,15.83158087451697,38.0,0.3071371448369947,1.5,0.0153568572418497,0.0,75.0,0.2,74.18572571032601
65,4.0,14.740711135820176,10.91831540329978,41.0,2.305063802013158,1.0,0.1152531901006579,0.0,50.0,0.3,45.089872395973686
66,14.0,2.859833641056717,15.230212634349446,26.0,1.1503238689409996,1.0,0.0575161934470499,0.0,50.0,0.0,47.699352262118
67,12.0,4.4515283514206105,7.933032039085037,14.0,1.0630878531571242,1.0243687211491912,0.0531543926578562,0.0,51.21843605745956,0.1,48.99226035114531
68,1.0,1.6269756128379953,1.6967542817038384,40.0,1.0702613119765525,1.1154354338408925,0.0535130655988276,0.0,55.77177169204462,0.0,53.63124906809151
69,12.0,15.067563705178832,7.525191710618316,35.0,1.2269134932759558,1.0,0.0613456746637977,0.0,50.0,0.1,47.44617301344809
70,11.0,11.1680849947161,8.484440184939526,47.0,0.7695926822764041,1.0,0.0384796341138202,0.0,50.0,0.0,48.46081463544719
71,19.0,2.3763583253614384,2.3505249355420976,40.0,0.9944800237556805,1.5,0.049724001187784,0.0,75.0,0.1,72.91103995248865
72,0.0,13.62078854193818,4.750129425849399,9.0,1.8218641344969604,1.0,0.091093206724848,1.0,50.0,0.2,-30.0
73,0.0,4.471916770389052,19.264450788812223,19.0,0.9598000298812897,1.0,0.0479900014940644,1.0,50.0,0.1,-30.0
74,12.0,0.8631982390115223,17.822862273961423,5.0,2.0681669938737124,1.0224092481810416,0.1034083496936856,1.0,51.12046240905208,0.3,-30.0
75,2.0,13.90822246213295,1.508690941795385,8.0,2.276455173586341,1.0012592400781797,0.113822758679317,0.0,50.06296200390897,0.1,45.410051656736286
76,16.0,13.914973779692344,9.090821295355465,45.0,1.051832423862126,1.1200411548413398,0.0525916211931063,0.0,56.00205774206699,0.2,53.69839289434273
77,10.0,5.619263791844606,19.008229681531176,19.0,0.3515550805631161,1.6816087790243817,0.0175777540281558,0.0,84.08043895121908,0.1,83.27732879009285
78,11.0,2.1351213187176876,6.713201295939264,32.0,0.8395094016195352,1.046272431364112,0.0419754700809767,0.0,52.31362156820559,0.0,50.63460276496652
79,17.0,5.31875849928478,7.206901904105365,14.0,1.131084922669428,1.5,0.0565542461334714,0.0,75.0,0.2,72.53783015466114
80,21.0,0.6463190221930093,5.595270143378914,32.0,1.8618008325280304,1.172774762743426,0.0930900416264015,0.0,58.638738137171295,0.1,54.815136472115235
81,12.0,18.21854368987685,16.45074485846338,1.0,1.2377712332058457,1.0,0.0618885616602922,0.0,50.0,0.0,47.52445753358831
82,4.0,12.268303918715798,8.364860725812377,47.0,1.106698209889306,1.117944012072129,0.0553349104944653,0.0,55.89720060360643,0.1,53.58380418382782
83,16.0,7.534779398758815,14.99156599952144,24.0,1.0454209250587774,1.0,0.0522710462529388,0.0,50.0,0.1,47.80915814988244
84,16.0,16.766574094222758,9.373863195899403,35.0,2.5108210933020656,1.0,0.1255410546651033,1.0,50.0,0.2,-30.0
85,5.0,13.83428794337824,10.68692550058926,41.0,0.9354914702299612,1.0,0.046774573511498,0.0,50.0,0.4,47.72901705954008
86,2.0,11.108634112052547,15.37974830361021,20.0,1.7455529635652065,1.0,0.0872776481782603,0.0,50.0,0.4,46.10889407286959
87,18.0,5.494635940518176,4.144552980161129,16.0,1.7869440914921857,1.5,0.0893472045746092,0.0,75.0,0.1,71.32611181701563
88,7.0,12.362564809157917,7.1632543606568095,47.0,1.2052978769786815,1.533231401197959,0.060264893848934,0.0,76.66157005989795,0.2,74.05097430594058
89,21.0,16.627429801250024,6.1555447954209885,34.0,1.310454833227812,1.0,0.0655227416613905,0.0,50.0,0.1,47.279090333544374
90,11.0,11.218759430707726,17.5330720531669,30.0,0.9707334522512971,1.0,0.0485366726125648,1.0,50.0,0.0,-30.0
91,14.0,15.69336527888619,12.787227139484846,25.0,1.2858018209184416,1.0,0.064290091045922,0.0,50.0,0.1,47.32839635816312
92,6.0,2.7274295117353953,0.2908933133576385,6.0,0.7156582737135542,1.1058424486849587,0.0357829136856777,0.0,55.292122434247936,0.1,53.760805886820826
93,18.0,18.083173889874967,6.965109340466007,11.0,1.0390240034648854,1.5,0.0519512001732442,0.0,75.0,0.2,72.72195199307022
94,23.0,18.20942556806546,5.95918903083901,11.0,1.0138121894936902,1.1905907236926994,0.0506906094746845,0.0,59.52953618463497,0.3,57.20191180564759
95,9.0,18.53175250322989,9.842325861590764,43.0,2.927490548719302,1.5227602320930491,0.1463745274359651,0.0,76.13801160465246,0.1,70.18303050721386
96,23.0,0.917225328092659,12.416113688441826,37.0,1.095997490288683,1.0,0.0547998745144341,0.0,50.0,0.2,47.60800501942263
97,10.0,1.5172665621732784,2.5775944382129845,40.0,0.8885939548640569,1.5,0.0444296977432028,0.0,75.0,0.2,73.02281209027188
